id_department,id_criteria
1,1
1,14
1,15
1,18
1,19
1,21
1,23
1,25
1,27
1,28
1,29
1,30
1,31
1,34
1,35
1,36
1,38
1,40
1,41
1,49
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,74
1,75
1,76
1,77
1,85
1,86
1,87
1,88
1,89
1,90
1,93
1,94
1,95
1,96
1,109
1,110
1,111
1,112
1,128
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
1,138
1,139
1,140
1,141
1,142
1,147
1,148
1,149
1,150
1,151
1,158
1,159
1,160
1,161
1,162
1,163
1,164
1,165
1,166
1,172
1,175
1,176
1,177
1,178
1,179
1,180
1,181
1,182
1,183
1,187
1,188
1,191
2,1
2,14
2,15
2,18
2,19
2,21
2,23
2,25
2,27
2,28
2,29
2,30
2,31
2,34
2,35
2,36
2,38
2,40
2,41
2,49
2,55
2,56
2,57
2,58
2,59
2,60
2,61
2,62
2,64
2,65
2,66
2,67
2,68
2,69
2,70
2,74
2,75
2,76
2,77
2,85
2,86
2,87
2,88
2,89
2,90
2,93
2,94
2,95
2,96
2,109
2,110
2,111
2,112
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,135
2,136
2,137
2,138
2,139
2,140
2,141
2,142
2,147
2,148
2,149
2,150
2,151
2,158
2,159
2,160
2,161
2,162
2,163
2,164
2,165
2,166
2,172
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,183
2,187
2,188
2,191
3,1
3,14
3,15
3,18
3,19
3,21
3,23
3,25
3,27
3,28
3,29
3,30
3,31
3,34
3,35
3,36
3,38
3,40
3,41
3,49
3,55
3,56
3,57
3,58
3,59
3,60
3,61
3,62
3,64
3,65
3,66
3,67
3,68
3,69
3,70
3,74
3,75
3,76
3,77
3,85
3,86
3,87
3,88
3,89
3,90
3,93
3,94
3,95
3,96
3,109
3,110
3,111
3,112
3,128
3,129
3,130
3,131
3,132
3,133
3,134
3,135
3,136
3,137
3,138
3,139
3,140
3,141
3,142
3,147
3,148
3,149
3,150
3,151
3,158
3,159
3,160
3,161
3,162
3,163
3,164
3,165
3,166
3,172
3,175
3,176
3,177
3,178
3,179
3,180
3,181
3,182
3,183
3,187
3,188
3,191
4,1
4,14
4,15
4,18
4,19
4,21
4,23
4,25
4,27
4,28
4,29
4,30
4,31
4,34
4,35
4,36
4,38
4,40
4,41
4,49
4,55
4,56
4,57
4,58
4,59
4,60
4,61
4,62
4,64
4,65
4,66
4,67
4,68
4,69
4,70
4,74
4,75
4,76
4,77
4,85
4,86
4,87
4,88
4,89
4,90
4,93
4,94
4,95
4,96
4,109
4,110
4,111
4,112
4,128
4,129
4,130
4,131
4,132
4,133
4,134
4,135
4,136
4,137
4,138
4,139
4,140
4,141
4,142
4,147
4,148
4,149
4,150
4,151
4,158
4,159
4,160
4,161
4,162
4,163
4,164
4,165
4,166
4,172
4,175
4,176
4,177
4,178
4,179
4,180
4,181
4,182
4,183
4,187
4,188
4,191
5,1
5,14
5,15
5,18
5,19
5,21
5,23
5,25
5,27
5,28
5,29
5,30
5,31
5,34
5,35
5,36
5,38
5,40
5,41
5,49
5,55
5,56
5,57
5,58
5,59
5,60
5,61
5,62
5,64
5,65
5,66
5,67
5,68
5,69
5,70
5,74
5,75
5,76
5,77
5,85
5,86
5,87
5,88
5,89
5,90
5,93
5,94
5,95
5,96
5,109
5,110
5,111
5,112
5,128
5,129
5,130
5,131
5,132
5,133
5,134
5,135
5,136
5,137
5,138
5,139
5,140
5,141
5,142
5,147
5,148
5,149
5,150
5,151
5,158
5,159
5,160
5,161
5,162
5,163
5,164
5,165
5,166
5,172
5,175
5,176
5,177
5,178
5,179
5,180
5,181
5,182
5,183
5,187
5,188
5,191
6,1
6,14
6,15
6,18
6,19
6,21
6,23
6,25
6,27
6,28
6,29
6,30
6,31
6,34
6,35
6,36
6,38
6,40
6,41
6,49
6,55
6,56
6,57
6,58
6,59
6,60
6,61
6,62
6,64
6,65
6,66
6,67
6,68
6,69
6,70
6,74
6,75
6,76
6,77
6,85
6,86
6,87
6,88
6,89
6,90
6,93
6,94
6,95
6,96
6,109
6,110
6,111
6,112
6,128
6,129
6,130
6,131
6,132
6,133
6,134
6,135
6,136
6,137
6,138
6,139
6,140
6,141
6,142
6,147
6,148
6,149
6,150
6,151
6,158
6,159
6,160
6,161
6,162
6,163
6,164
6,165
6,166
6,172
6,175
6,176
6,177
6,178
6,179
6,180
6,181
6,182
6,183
6,187
6,188
6,191
7,1
7,14
7,15
7,18
7,19
7,21
7,23
7,25
7,27
7,28
7,29
7,30
7,31
7,34
7,35
7,36
7,38
7,40
7,41
7,49
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,64
7,65
7,66
7,67
7,68
7,69
7,70
7,74
7,75
7,76
7,77
7,85
7,86
7,87
7,88
7,89
7,90
7,93
7,94
7,95
7,96
7,109
7,110
7,111
7,112
7,128
7,129
7,130
7,131
7,132
7,133
7,134
7,135
7,136
7,137
7,138
7,139
7,140
7,141
7,142
7,147
7,148
7,149
7,150
7,151
7,158
7,159
7,160
7,161
7,162
7,163
7,164
7,165
7,166
7,172
7,175
7,176
7,177
7,178
7,179
7,180
7,181
7,182
7,183
7,187
7,188
7,191
8,1
8,14
8,15
8,18
8,19
8,21
8,23
8,25
8,27
8,28
8,29
8,30
8,31
8,34
8,35
8,36
8,38
8,40
8,41
8,49
8,55
8,56
8,57
8,58
8,59
8,60
8,61
8,62
8,64
8,65
8,66
8,67
8,68
8,69
8,70
8,74
8,75
8,76
8,77
8,85
8,86
8,87
8,88
8,89
8,90
8,93
8,94
8,95
8,96
8,109
8,110
8,111
8,112
8,128
8,129
8,130
8,131
8,132
8,133
8,134
8,135
8,136
8,137
8,138
8,139
8,140
8,141
8,142
8,147
8,148
8,149
8,150
8,151
8,158
8,159
8,160
8,161
8,162
8,163
8,164
8,165
8,166
8,172
8,175
8,176
8,177
8,178
8,179
8,180
8,181
8,182
8,183
8,187
8,188
8,191
9,1
9,14
9,15
9,18
9,19
9,21
9,23
9,25
9,27
9,28
9,29
9,30
9,31
9,34
9,35
9,36
9,38
9,40
9,41
9,49
9,55
9,56
9,57
9,58
9,59
9,60
9,61
9,62
9,64
9,65
9,66
9,67
9,68
9,69
9,70
9,74
9,75
9,76
9,77
9,85
9,86
9,87
9,88
9,89
9,90
9,93
9,94
9,95
9,96
9,109
9,110
9,111
9,112
9,128
9,129
9,130
9,131
9,132
9,133
9,134
9,135
9,136
9,137
9,138
9,139
9,140
9,141
9,142
9,147
9,148
9,149
9,150
9,151
9,158
9,159
9,160
9,161
9,162
9,163
9,164
9,165
9,166
9,172
9,175
9,176
9,177
9,178
9,179
9,180
9,181
9,182
9,183
9,187
9,188
9,191
10,1
10,14
10,15
10,18
10,19
10,21
10,23
10,25
10,27
10,28
10,29
10,30
10,31
10,34
10,35
10,36
10,38
10,40
10,41
10,49
10,55
10,56
10,57
10,58
10,59
10,60
10,61
10,62
10,64
10,65
10,66
10,67
10,68
10,69
10,70
10,74
10,75
10,76
10,77
10,85
10,86
10,87
10,88
10,89
10,90
10,93
10,94
10,95
10,96
10,109
10,110
10,111
10,112
10,128
10,129
10,130
10,131
10,132
10,133
10,134
10,135
10,136
10,137
10,138
10,139
10,140
10,141
10,142
10,147
10,148
10,149
10,150
10,151
10,158
10,159
10,160
10,161
10,162
10,163
10,164
10,165
10,166
10,172
10,175
10,176
10,177
10,178
10,179
10,180
10,181
10,182
10,183
10,187
10,188
10,191
11,1
11,14
11,15
11,18
11,19
11,21
11,23
11,25
11,27
11,28
11,29
11,30
11,31
11,34
11,35
11,36
11,38
11,40
11,41
11,49
11,55
11,56
11,57
11,58
11,59
11,60
11,61
11,62
11,64
11,65
11,66
11,67
11,68
11,69
11,70
11,74
11,75
11,76
11,77
11,85
11,86
11,87
11,88
11,89
11,90
11,93
11,94
11,95
11,96
11,109
11,110
11,111
11,112
11,128
11,129
11,130
11,131
11,132
11,133
11,134
11,135
11,136
11,137
11,138
11,139
11,140
11,141
11,142
11,147
11,148
11,149
11,150
11,151
11,158
11,159
11,160
11,161
11,162
11,163
11,164
11,165
11,166
11,172
11,175
11,176
11,177
11,178
11,179
11,180
11,181
11,182
11,183
11,187
11,188
11,191
