id_department,id_criteria
45,18
45,19
45,21
45,23
45,25
45,27
45,28
45,29
45,30
45,31
45,34
45,35
45,36
45,38
45,40
45,41
45,49
45,55
45,56
45,57
45,58
45,59
45,60
45,61
45,62
45,64
45,65
45,66
45,67
45,68
45,69
45,70
45,74
45,75
45,76
45,77
45,85
45,86
45,87
45,88
45,89
45,90
45,93
45,94
45,95
45,96
45,109
45,110
45,111
45,112
45,128
45,129
45,130
45,131
45,132
45,133
45,134
45,135
45,136
45,137
45,138
45,139
45,140
45,141
45,142
45,147
45,148
45,149
45,150
45,151
45,158
45,159
45,160
45,161
45,162
45,163
45,164
45,165
45,166
45,172
45,175
45,176
45,177
45,178
45,179
45,180
45,181
45,182
45,183
45,187
45,188
45,191
