id_department,id_criteria
25,1
25,14
25,15
25,18
25,19
25,21
25,23
25,25
25,27
25,28
25,29
25,30
25,31
25,34
25,35
25,36
25,38
25,40
25,41
25,49
25,55
25,56
25,57
25,58
25,59
25,60
25,61
25,62
25,64
25,65
25,66
25,67
25,68
25,69
25,70
25,74
25,75
25,76
25,77
25,85
25,86
25,87
25,88
25,89
25,90
25,93
25,94
25,95
25,96
25,109
25,110
25,111
25,112
25,128
25,129
25,130
25,131
25,132
25,133
25,134
25,135
25,136
25,137
25,138
25,139
25,140
25,141
25,142
25,147
25,148
25,149
25,150
25,151
25,158
25,159
25,160
25,161
25,162
25,163
25,164
25,165
25,166
25,172
25,175
25,176
25,177
25,178
25,179
25,180
25,181
25,182
25,183
25,187
25,188
25,191
26,1
26,14
26,15
26,18
26,19
26,21
26,23
26,25
26,27
26,28
26,29
26,30
26,31
26,34
26,35
26,36
26,38
26,40
26,41
26,49
26,55
26,56
26,57
26,58
26,59
26,60
26,61
26,62
26,64
26,65
26,66
26,67
26,68
26,69
26,70
26,74
26,75
26,76
26,77
26,85
26,86
26,87
26,88
26,89
26,90
26,93
26,94
26,95
26,96
26,109
26,110
26,111
26,112
26,128
26,129
26,130
26,131
26,132
26,133
26,134
26,135
26,136
26,137
26,138
26,139
26,140
26,141
26,142
26,147
26,148
26,149
26,150
26,151
26,158
26,159
26,160
26,161
26,162
26,163
26,164
26,165
26,166
26,172
26,175
26,176
26,177
26,178
26,179
26,180
26,181
26,182
26,183
26,187
26,188
26,191
27,1
27,14
27,15
27,18
27,19
27,21
27,23
27,25
27,27
27,28
27,29
27,30
27,31
27,34
27,35
27,36
27,38
27,40
27,41
27,49
27,55
27,56
27,57
27,58
27,59
27,60
27,61
27,62
27,64
27,65
27,66
27,67
27,68
27,69
27,70
27,74
27,75
27,76
27,77
27,85
27,86
27,87
27,88
27,89
27,90
27,93
27,94
27,95
27,96
27,109
27,110
27,111
27,112
27,128
27,129
27,130
27,131
27,132
27,133
27,134
27,135
27,136
27,137
27,138
27,139
27,140
27,141
27,142
27,147
27,148
27,149
27,150
27,151
27,158
27,159
27,160
27,161
27,162
27,163
27,164
27,165
27,166
27,172
27,175
27,176
27,177
27,178
27,179
27,180
27,181
27,182
27,183
27,187
27,188
27,191
28,1
28,14
28,15
28,18
28,19
28,21
28,23
28,25
28,27
28,28
28,29
28,30
28,31
28,34
28,35
28,36
28,38
28,40
28,41
28,49
28,55
28,56
28,57
28,58
28,59
28,60
28,61
28,62
28,64
28,65
28,66
28,67
28,68
28,69
28,70
28,74
28,75
28,76
28,77
28,85
28,86
28,87
28,88
28,89
28,90
28,93
28,94
28,95
28,96
28,109
28,110
28,111
28,112
28,128
28,129
28,130
28,131
28,132
28,133
28,134
28,135
28,136
28,137
28,138
28,139
28,140
28,141
28,142
28,147
28,148
28,149
28,150
28,151
28,158
28,159
28,160
28,161
28,162
28,163
28,164
28,165
28,166
28,172
28,175
28,176
28,177
28,178
28,179
28,180
28,181
28,182
28,183
28,187
28,188
28,191
29,1
29,14
29,15
29,18
29,19
29,21
29,23
29,25
29,27
29,28
29,29
29,30
29,31
29,34
29,35
29,36
29,38
29,40
29,41
29,49
29,55
29,56
29,57
29,58
29,59
29,60
29,61
29,62
29,64
29,65
29,66
29,67
29,68
29,69
29,70
29,74
29,75
29,76
29,77
29,85
29,86
29,87
29,88
29,89
29,90
29,93
29,94
29,95
29,96
29,109
29,110
29,111
29,112
29,128
29,129
29,130
29,131
29,132
29,133
29,134
29,135
29,136
29,137
29,138
29,139
29,140
29,141
29,142
29,147
29,148
29,149
29,150
29,151
29,158
29,159
29,160
29,161
29,162
29,163
29,164
29,165
29,166
29,172
29,175
29,176
29,177
29,178
29,179
29,180
29,181
29,182
29,183
29,187
29,188
29,191
30,1
30,14
30,15
30,18
30,19
30,21
30,23
30,25
30,27
30,28
30,29
30,30
30,31
30,34
30,35
30,36
30,38
30,40
30,41
30,49
30,55
30,56
30,57
30,58
30,59
30,60
30,61
30,62
30,64
30,65
30,66
30,67
30,68
30,69
30,70
30,74
30,75
30,76
30,77
30,85
30,86
30,87
30,88
30,89
30,90
30,93
30,94
30,95
30,96
30,109
30,110
30,111
30,112
30,128
30,129
30,130
30,131
30,132
30,133
30,134
30,135
30,136
30,137
30,138
30,139
30,140
30,141
30,142
30,147
30,148
30,149
30,150
30,151
30,158
30,159
30,160
30,161
30,162
30,163
30,164
30,165
30,166
30,172
30,175
30,176
30,177
30,178
30,179
30,180
30,181
30,182
30,183
30,187
30,188
30,191
31,1
31,14
31,15
31,18
31,19
31,21
31,23
31,25
31,27
31,28
31,29
31,30
31,31
31,34
31,35
31,36
31,38
31,40
31,41
31,49
31,55
31,56
31,57
31,58
31,59
31,60
31,61
31,62
31,64
31,65
31,66
31,67
31,68
31,69
31,70
31,74
31,75
31,76
31,77
31,85
31,86
31,87
31,88
31,89
31,90
31,93
31,94
31,95
31,96
31,109
31,110
31,111
31,112
31,128
31,129
31,130
31,131
31,132
31,133
31,134
31,135
31,136
31,137
31,138
31,139
31,140
31,141
31,142
31,147
31,148
31,149
31,150
31,151
31,158
31,159
31,160
31,161
31,162
31,163
31,164
31,165
31,166
31,172
31,175
31,176
31,177
31,178
31,179
31,180
31,181
31,182
31,183
31,187
31,188
31,191
32,1
32,14
32,15
32,18
32,19
32,21
32,23
32,25
32,27
32,28
32,29
32,30
32,31
32,34
32,35
32,36
32,38
32,40
32,41
32,49
32,55
32,56
32,57
32,58
32,59
32,60
32,61
32,62
32,64
32,65
32,66
32,67
32,68
32,69
32,70
32,74
32,75
32,76
32,77
32,85
32,86
32,87
32,88
32,89
32,90
32,93
32,94
32,95
32,96
32,109
32,110
32,111
32,112
32,128
32,129
32,130
32,131
32,132
32,133
32,134
32,135
32,136
32,137
32,138
32,139
32,140
32,141
32,142
32,147
32,148
32,149
32,150
32,151
32,158
32,159
32,160
32,161
32,162
32,163
32,164
32,165
32,166
32,172
32,175
32,176
32,177
32,178
32,179
32,180
32,181
32,182
32,183
32,187
32,188
32,191
33,1
33,14
33,15
33,18
33,19
33,21
33,23
33,25
33,27
33,28
33,29
33,30
33,31
33,34
33,35
33,36
33,38
33,40
33,41
33,49
33,55
33,56
33,57
33,58
33,59
33,60
33,61
33,62
33,64
33,65
33,66
33,67
33,68
33,69
33,70
33,74
33,75
33,76
33,77
33,85
33,86
33,87
33,88
33,89
33,90
33,93
33,94
33,95
33,96
33,109
33,110
33,111
33,112
33,128
33,129
33,130
33,131
33,132
33,133
33,134
33,135
33,136
33,137
33,138
33,139
33,140
33,141
33,142
33,147
33,148
33,149
33,150
33,151
33,158
33,159
33,160
33,161
33,162
33,163
33,164
33,165
33,166
33,172
33,175
33,176
33,177
33,178
33,179
33,180
33,181
33,182
33,183
33,187
33,188
33,191
34,1
34,14
34,15
34,18
34,19
34,21
34,23
34,25
34,27
34,28
34,29
34,30
34,31
34,34
34,35
34,36
34,38
34,40
34,41
34,49
34,55
34,56
34,57
34,58
34,59
34,60
34,61
34,62
34,64
34,65
34,66
34,67
34,68
34,69
34,70
34,74
34,75
34,76
34,77
34,85
34,86
34,87
34,88
34,89
34,90
34,93
34,94
34,95
34,96
34,109
34,110
34,111
34,112
34,128
34,129
34,130
34,131
34,132
34,133
34,134
34,135
34,136
34,137
34,138
34,139
34,140
34,141
34,142
34,147
34,148
34,149
34,150
34,151
34,158
34,159
34,160
34,161
34,162
34,163
34,164
34,165
34,166
34,172
34,175
34,176
34,177
34,178
34,179
34,180
34,181
34,182
34,183
34,187
34,188
34,191
